Date,Open,High,Low,Close,Adj Close,Volume
2022-02-04,0.165000,0.175000,0.160000,0.165000,0.162250,15618000
2022-02-07,0.170000,0.170000,0.160000,0.170000,0.167167,3400600
2022-02-08,0.165000,0.165000,0.160000,0.165000,0.162250,1259900
2022-02-09,0.160000,0.165000,0.160000,0.160000,0.157333,3141100
2022-02-10,0.165000,0.165000,0.160000,0.165000,0.162250,1104700
2022-02-11,0.160000,0.165000,0.160000,0.160000,0.157333,1980400
2022-02-14,0.160000,0.165000,0.155000,0.160000,0.157333,6020500
2022-02-15,0.160000,0.160000,0.155000,0.160000,0.157333,811800
2022-02-16,0.155000,0.160000,0.155000,0.160000,0.157333,7127200
2022-02-17,0.155000,0.160000,0.150000,0.160000,0.157333,8186100
2022-02-18,0.155000,0.160000,0.155000,0.160000,0.157333,6901700
2022-02-21,0.160000,0.160000,0.155000,0.155000,0.152417,2693200
2022-02-22,0.155000,0.155000,0.150000,0.155000,0.152417,1966900
2022-02-23,0.150000,0.160000,0.150000,0.160000,0.157333,2174500
2022-02-24,0.155000,0.160000,0.150000,0.155000,0.152417,6379400
2022-02-25,0.155000,0.155000,0.150000,0.155000,0.152417,377500
2022-02-28,0.155000,0.155000,0.150000,0.155000,0.152417,3746500
2022-03-01,0.150000,0.155000,0.150000,0.155000,0.152417,5914800
2022-03-02,0.155000,0.155000,0.145000,0.150000,0.147500,3624200
2022-03-03,0.150000,0.155000,0.145000,0.150000,0.147500,2620700
2022-03-04,0.150000,0.150000,0.140000,0.145000,0.142583,4660900
2022-03-07,0.145000,0.150000,0.135000,0.140000,0.137667,5569400
2022-03-08,0.140000,0.140000,0.135000,0.135000,0.132750,1723500
2022-03-09,0.135000,0.145000,0.135000,0.140000,0.137667,1763400
2022-03-10,0.140000,0.145000,0.135000,0.145000,0.142583,878800
2022-03-11,0.140000,0.140000,0.135000,0.140000,0.137667,594000
2022-03-14,0.140000,0.140000,0.135000,0.140000,0.137667,2557600
2022-03-15,0.140000,0.140000,0.135000,0.135000,0.132750,1266000
2022-03-16,0.140000,0.140000,0.135000,0.135000,0.132750,994500
2022-03-17,0.140000,0.140000,0.135000,0.135000,0.132750,726500
2022-03-18,0.140000,0.140000,0.135000,0.140000,0.137667,152500
2022-03-21,0.135000,0.140000,0.135000,0.140000,0.137667,369000
2022-03-22,0.135000,0.140000,0.135000,0.140000,0.137667,856300
2022-03-23,0.135000,0.145000,0.135000,0.145000,0.142583,2097800
2022-03-24,0.140000,0.145000,0.140000,0.145000,0.142583,1076500
2022-03-25,0.145000,0.145000,0.140000,0.145000,0.142583,262700
2022-03-28,0.145000,0.145000,0.140000,0.140000,0.137667,318000
2022-03-29,0.140000,0.145000,0.140000,0.140000,0.137667,841000
2022-03-30,0.140000,0.145000,0.140000,0.140000,0.137667,121400
2022-03-31,0.140000,0.145000,0.140000,0.140000,0.137667,659300
2022-04-01,0.145000,0.145000,0.140000,0.140000,0.137667,394000
2022-04-04,0.140000,0.140000,0.135000,0.140000,0.137667,649700
2022-04-05,0.140000,0.150000,0.140000,0.145000,0.142583,5519200
2022-04-06,0.145000,0.150000,0.145000,0.145000,0.142583,668100
2022-04-07,0.140000,0.145000,0.140000,0.145000,0.142583,389000
2022-04-08,0.145000,0.145000,0.135000,0.140000,0.137667,2804800
2022-04-11,0.140000,0.140000,0.140000,0.140000,0.137667,1150100
2022-04-12,0.135000,0.140000,0.135000,0.140000,0.137667,1367000
2022-04-13,0.135000,0.140000,0.135000,0.135000,0.132750,1358600
2022-04-14,0.135000,0.140000,0.135000,0.140000,0.137667,1093000
2022-04-15,0.135000,0.140000,0.135000,0.135000,0.132750,1178400
2022-04-18,0.135000,0.140000,0.135000,0.135000,0.132750,410300
2022-04-20,0.140000,0.140000,0.135000,0.135000,0.132750,1509700
2022-04-21,0.135000,0.140000,0.135000,0.140000,0.137667,475100
2022-04-22,0.135000,0.140000,0.135000,0.135000,0.132750,392100
2022-04-25,0.135000,0.140000,0.135000,0.135000,0.132750,557800
2022-04-26,0.135000,0.140000,0.135000,0.135000,0.132750,511200
2022-04-27,0.135000,0.140000,0.135000,0.140000,0.137667,273500
2022-04-28,0.135000,0.140000,0.135000,0.140000,0.137667,73300
2022-04-29,0.135000,0.140000,0.135000,0.140000,0.137667,182900
2022-05-05,0.140000,0.140000,0.135000,0.135000,0.132750,646400
2022-05-06,0.135000,0.140000,0.135000,0.135000,0.132750,991500
2022-05-09,0.135000,0.140000,0.135000,0.135000,0.132750,1361900
2022-05-10,0.135000,0.140000,0.130000,0.140000,0.137667,311500
2022-05-11,0.140000,0.140000,0.135000,0.140000,0.137667,498800
2022-05-12,0.140000,0.140000,0.135000,0.140000,0.137667,1081200
2022-05-13,0.135000,0.140000,0.135000,0.135000,0.132750,464100
2022-05-17,0.135000,0.140000,0.135000,0.135000,0.132750,372000
2022-05-18,0.135000,0.135000,0.130000,0.135000,0.132750,1244000
2022-05-19,0.135000,0.140000,0.135000,0.140000,0.137667,708200
2022-05-20,0.140000,0.140000,0.130000,0.135000,0.132750,780600
2022-05-23,0.135000,0.140000,0.135000,0.135000,0.132750,136100
2022-05-24,0.135000,0.140000,0.135000,0.135000,0.132750,776600
2022-05-25,0.135000,0.140000,0.135000,0.140000,0.137667,553600
2022-05-26,0.135000,0.135000,0.130000,0.135000,0.132750,558800
2022-05-27,0.135000,0.140000,0.135000,0.140000,0.137667,688200
2022-05-30,0.135000,0.140000,0.135000,0.140000,0.137667,130000
2022-05-31,0.135000,0.140000,0.135000,0.140000,0.137667,371200
2022-06-01,0.140000,0.140000,0.140000,0.140000,0.137667,120100
2022-06-02,0.135000,0.140000,0.135000,0.135000,0.132750,541300
2022-06-03,0.135000,0.135000,0.130000,0.130000,0.127833,2631200
2022-06-07,0.135000,0.135000,0.130000,0.130000,0.127833,330300
2022-06-08,0.130000,0.135000,0.130000,0.135000,0.132750,2434100
2022-06-09,0.135000,0.135000,0.125000,0.130000,0.127833,537300
2022-06-10,0.130000,0.130000,0.125000,0.130000,0.127833,628300
2022-06-13,0.120000,0.125000,0.115000,0.120000,0.118000,2885500
2022-06-14,0.115000,0.120000,0.115000,0.115000,0.113083,1194600
2022-06-15,0.120000,0.125000,0.115000,0.120000,0.118000,610700
2022-06-16,0.120000,0.125000,0.120000,0.120000,0.118000,1107500
2022-06-17,0.120000,0.120000,0.115000,0.120000,0.120000,1552300
2022-06-20,0.120000,0.125000,0.115000,0.120000,0.120000,552900
2022-06-21,0.120000,0.120000,0.115000,0.120000,0.120000,1106000
2022-06-22,0.125000,0.130000,0.120000,0.120000,0.120000,3039300
2022-06-23,0.120000,0.140000,0.120000,0.120000,0.120000,16166600
